event_index,malicious,detection,event_time,title,description,remediation_actions
7223,False,,04/Mar/2025:19:00:03 +0000,REST.HEAD.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc log file,A HEAD request was made successfully to check metadata of a log file in the bucket databucket12312. This is a normal operation and no suspicious activity detected based on current and prior events.,
7224,False,,04/Mar/2025:19:00:03 +0000,REST.HEAD.OBJECT on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc log file,A HEAD request was made successfully to check metadata of a log file in the bucket databucket12312. This is a normal operation and no suspicious activity detected based on current and prior events.,
7225,False,,04/Mar/2025:19:00:03 +0000,REST.GET.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc log file,A GET request was made successfully to download a log file from the bucket databucket12312. This is a normal activity and no suspicious behavior detected based on current and prior events.,
7227,False,,04/Mar/2025:19:00:03 +0000,PUT Object Operation,A PUT operation was performed on the bucket 'databucket12312' to upload a log file. No prior listing of data prefix or suspicious download/upload sequence detected to indicate malicious activity.,
7228,False,,04/Mar/2025:19:00:03 +0000,Bucket Listing Operation,A GET bucket listing operation was performed on 'databucket12312'. This is a normal activity to list objects in the bucket and no suspicious subsequent download or upload within 5 minutes detected.,
7230,False,,04/Mar/2025:19:00:04 +0000,PUT Object Operation on databucket12312,A PUT operation was performed on the object 'dummy.log' in the bucket 'databucket12312' by user HarunG1. No prior listing or download/upload sequence detected within 5 minutes to indicate potential data encryption impact activity.,
7232,False,,04/Mar/2025:19:00:04 +0000,REST.HEAD.OBJECT operation on dummy.log,A HEAD request was made to check metadata of the object dummy.log in bucket databucket12312. This operation is not malicious on its own and no suspicious activity pattern was detected around this event.,
7233,False,,07/Mar/2025:16:31:35 +0000,REST.PUT.OBJECT operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A PUT request was made to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312. No suspicious activity pattern related to data encryption for impact was detected around this event.,
7235,False,,07/Mar/2025:16:31:35 +0000,PUT Object Operation on databucket12312,A successful PUT operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. No prior related listing or download/upload activities within 5 minutes to indicate malicious behavior.,
7236,False,,05/Mar/2025:07:00:03 +0000,HEAD Object Operation on databucket12312,A successful HEAD operation was performed on the object 'dummy.log' in bucket 'databucket12312'. This operation only checks metadata and does not indicate malicious activity by itself.,
7238,False,,05/Mar/2025:07:00:03 +0000,REST.HEAD.OBJECT operation on object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was made to check the metadata of the specified object in the bucket databucket12312. The operation was successful with HTTP status 200. No listing or file download/upload activity detected to indicate malicious behavior based on current rules.,
7239,False,,05/Mar/2025:07:00:03 +0000,REST.PUT.OBJECT operation on object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request was made to upload the specified object to the bucket databucket12312. The operation was successful with HTTP status 200. No prior listing of data prefix files or subsequent download/upload activity detected to indicate malicious behavior based on current rules.,
7240,False,,05/Mar/2025:07:00:03 +0000,REST.GET.OBJECT operation on object dummy.log,"A GET request was made to download the object dummy.log from bucket databucket12312. The operation was successful with HTTP status 200. No prior listing of data prefix files or subsequent upload with the same filename detected, so no malicious activity detected based on current rules.",
7241,False,,05/Mar/2025:07:00:03 +0000,REST.GET.BUCKET operation on bucket databucket12312,"A GET request was made to list the contents of the bucket databucket12312. The operation was successful with HTTP status 200. No subsequent file downloads or uploads with the same filename within 5 minutes detected, so no malicious activity detected based on current rules.",
7243,False,,05/Mar/2025:07:00:03 +0000,REST.GET.OBJECT operation on databucket12312,"A file was successfully downloaded from the bucket databucket12312 by user HarunG1 at the specified time. No prior listing of data prefix or upload with the same filename within 5 minutes detected, so this activity is not malicious according to the given rule.",
7244,False,,05/Mar/2025:07:00:03 +0000,REST.GET.OBJECT operation on databucket12312,"A file was successfully downloaded from the bucket databucket12312 by user HarunG1 at the specified time. No prior listing of data prefix or upload with the same filename within 5 minutes detected, so this activity is not malicious according to the given rule.",
7245,False,,05/Mar/2025:07:00:03 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made to check the metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in the bucket databucket12312 by user HarunG1. This is a normal operation and no suspicious activity detected based on the given rule.,
7246,False,,11/Feb/2025:20:00:07 +0000,REST.GET.OBJECT operation on databucket12312,"A file named 'dummy.log' was successfully downloaded from the bucket databucket12312 by user HarunG1 at the specified time. No prior listing of data prefix or upload with the same filename within 5 minutes detected, so this activity is not malicious according to the given rule.",
7247,False,,11/Feb/2025:20:00:07 +0000,REST.HEAD.OBJECT operation on databucket12312,A HEAD request was made to check the metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in the bucket databucket12312 by user HarunG1. This is a normal operation and no suspicious activity detected based on the given rule.,
7249,False,,11/Feb/2025:20:00:07 +0000,REST.GET.OBJECT operation on conn_log file,A successful GET operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. No prior listing of 'data' prefix files or upload with same filename detected within 5 minutes. Activity is not malicious based on current detection rules.,
7250,False,,11/Feb/2025:20:00:07 +0000,REST.GET.OBJECT operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A successful GET operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. No prior listing of 'data' prefix files or upload with same filename detected within 5 minutes. Activity is not malicious based on current detection rules.,
7251,False,,11/Feb/2025:20:00:07 +0000,REST.HEAD.OBJECT operation on dummy.log,A successful HEAD operation was performed on the object 'dummy.log' in bucket 'databucket12312'. No prior listing of 'data' prefix files or upload with same filename detected within 5 minutes. Activity is not malicious based on current detection rules.,
7252,False,,11/Feb/2025:20:00:07 +0000,REST.HEAD.OBJECT operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A successful HEAD operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. No prior listing of 'data' prefix files or upload with same filename detected within 5 minutes. Activity is not malicious based on current detection rules.,
7253,False,,11/Feb/2025:20:00:07 +0000,REST.GET.BUCKET operation on bucket databucket12312,A successful GET bucket listing operation was performed on bucket 'databucket12312'. No subsequent file downloads and uploads with same filename detected within 5 minutes. Activity is not malicious based on current detection rules.,
7255,False,,11/Feb/2025:20:00:07 +0000,PUT Object Operation on databucket12312,A PUT operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and previous events.,
7256,False,,04/Jan/2025:20:31:18 +0000,HEAD Object Operation on databucket12312,A HEAD operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and previous events.,
7257,False,,04/Jan/2025:20:31:18 +0000,GET Bucket Operation on databucket12312,A GET bucket operation was performed to list objects in bucket 'databucket12312'. The operation was successful with HTTP status 200. This is a normal bucket listing operation with no suspicious activity detected based on current and previous events.,
7259,False,,18/Jan/2025:18:43:04 +0000,GET Ownership Controls on Bucket,A GET request for ownership controls on the bucket 'databucket12312' was made successfully with HTTP status 200. This is a normal management operation and no suspicious activity detected.,
7260,False,,18/Jan/2025:18:43:07 +0000,OPTIONS Preflight Request on Bucket,An OPTIONS preflight request was made on the bucket 'databucket12312' to check object-lock configuration. This is a normal operation and no suspicious activity detected.,
7261,False,,18/Jan/2025:18:43:07 +0000,GET Notification Configuration on Bucket,A GET request for notification configuration on the bucket 'databucket12312' was made successfully with HTTP status 200. This is a normal management operation and no suspicious activity detected.,
7262,False,,04/Jan/2025:21:04:56 +0000,GET Versioning Status on Bucket,A GET request for versioning status on the bucket 'databucket12312' was made successfully with HTTP status 200. This is a normal management operation and no suspicious activity detected.,
7263,False,,26/Feb/2025:11:00:04 +0000,HEAD Object Request on Bucket,A HEAD request was made to check the existence of an object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in the bucket 'databucket12312'. The operation was successful with HTTP status 200. This is a normal operation and no suspicious activity detected.,
7264,False,,26/Feb/2025:11:00:04 +0000,GET Object Request on Bucket,A GET request was made to download the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' from the bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected.,
7265,False,,26/Feb/2025:11:00:04 +0000,List Bucket Objects,A GET request was made to list objects in the bucket 'databucket12312' with successful HTTP status 200. This is a normal operation and no suspicious activity detected.,
7267,False,,26/Feb/2025:11:00:05 +0000,PUT Object dummy.log in databucket12312,A successful PUT operation was performed on the object dummy.log in bucket databucket12312 by user HarunG1. No suspicious prior related activity detected that matches the DataEncryptedForImpact pattern.,
7268,False,,26/Feb/2025:11:00:05 +0000,HEAD Object dummy.log in databucket12312,A successful HEAD operation was performed on the object dummy.log in bucket databucket12312 by user HarunG1. This is a metadata check and no suspicious activity matching the DataEncryptedForImpact pattern has been detected so far.,
7269,False,,26/Feb/2025:11:00:05 +0000,GET Object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in databucket12312,A successful GET operation was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. No suspicious pattern of listing and then downloading/uploading files with the same filename within 5 minutes detected so far.,
7270,False,,26/Feb/2025:11:00:05 +0000,GET Object dummy.log in databucket12312,A successful GET operation was performed on the object dummy.log in bucket databucket12312 by user HarunG1. No suspicious pattern of listing and then downloading/uploading files with the same filename within 5 minutes detected so far.,
7271,False,,26/Feb/2025:11:00:05 +0000,HEAD Object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in databucket12312,A successful HEAD operation was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. No suspicious pattern of listing and then downloading/uploading files with the same filename within 5 minutes detected so far.,
7273,False,,01/Mar/2025:16:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was uploaded successfully to the bucket 'databucket12312' by user HarunG1. No prior listing of the bucket's data prefix or subsequent download/upload activity within 5 minutes detected, so this event is not considered malicious based on current rules.",
7274,False,,01/Mar/2025:16:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named 'dummy.log' was uploaded successfully to the bucket 'databucket12312' by user HarunG1. No prior listing of the bucket's data prefix or subsequent download/upload activity within 5 minutes detected, so this event is not considered malicious based on current rules.",
7275,False,,01/Mar/2025:16:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' was uploaded successfully to the bucket 'databucket12312' by user HarunG1. No prior listing of the bucket's data prefix or subsequent download/upload activity within 5 minutes detected, so this event is not considered malicious based on current rules.",
7276,False,,03/Mar/2025:03:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named 'dummy.log' was uploaded successfully to the bucket 'databucket12312' by user HarunG1. No prior listing of the bucket's data prefix or subsequent download/upload activity within 5 minutes detected, so this event is not considered malicious based on current rules.",
7277,False,,03/Mar/2025:03:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was uploaded successfully to the bucket 'databucket12312' by user HarunG1. No prior listing of the bucket's data prefix or subsequent download/upload activity within 5 minutes detected, so this event is not considered malicious based on current rules.",
7278,False,,03/Mar/2025:03:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' was uploaded successfully to the bucket 'databucket12312' by user HarunG1. No prior listing of the bucket's data prefix or subsequent download/upload activity within 5 minutes detected, so this event is not considered malicious based on current rules.",
7279,False,,24/Feb/2025:08:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was uploaded successfully to the bucket 'databucket12312' by user HarunG1. No prior listing of the bucket's data prefix or subsequent download/upload activity within 5 minutes detected, so this event is not considered malicious based on current rules.",
7280,False,,24/Feb/2025:08:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' was uploaded successfully to the bucket 'databucket12312' by user HarunG1. No prior listing of the bucket's data prefix or subsequent download/upload activity within 5 minutes detected, so this event is not considered malicious based on current rules.",
7281,False,,24/Feb/2025:08:31:36 +0000,REST.PUT.OBJECT operation on databucket12312,"A file named 'dummy.log' was uploaded successfully to the bucket 'databucket12312' by user HarunG1. No prior listing of the bucket's data prefix or subsequent download/upload activity within 5 minutes detected, so this event is not considered malicious based on current rules.",
7282,False,,17/Feb/2025:07:00:07 +0000,REST.GET.OBJECT operation on databucket12312,"A file named '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' was downloaded successfully from the bucket 'databucket12312' by user HarunG1. There is no preceding listing of the data prefix or upload of the same filename within 5 minutes, so this event is not considered malicious based on current rules.",
7284,False,,17/Feb/2025:07:00:07 +0000,Bucket Listing Operation,A successful bucket listing operation was performed on 'databucket12312' by user HarunG1. No immediate malicious activity detected based on this single event.,
7285,False,,17/Feb/2025:07:00:07 +0000,Object Upload Operation,An object 'dummy.log' was uploaded successfully to bucket 'databucket12312' by user HarunG1. No malicious activity detected based on current event and history.,
7287,False,,17/Feb/2025:07:00:07 +0000,REST.GET.OBJECT on conn_log file,A successful GET operation on a connection log file in the bucket 'databucket12312'. No prior listing or upload activity detected within 5 minutes to indicate potential data encryption impact.,
7288,False,,17/Feb/2025:07:00:07 +0000,REST.PUT.OBJECT on log file,A successful PUT operation on a log file in the bucket 'databucket12312'. No preceding listing or download of files with the same name detected within 5 minutes to indicate potential data encryption impact.,
7289,False,,17/Feb/2025:07:00:07 +0000,REST.HEAD.OBJECT on conn_log file,A successful HEAD operation on a connection log file in the bucket 'databucket12312'. No related file listing or upload activity detected within 5 minutes to indicate potential data encryption impact.,
7290,False,,17/Feb/2025:07:00:07 +0000,REST.HEAD.OBJECT on log file,"A successful HEAD operation on a log file in the bucket 'databucket12312'. No preceding or subsequent listing, download, or upload activity detected within 5 minutes to indicate potential data encryption impact.",
7291,False,,17/Feb/2025:07:00:07 +0000,REST.HEAD.OBJECT on dummy.log,"A successful HEAD operation on dummy.log in the bucket 'databucket12312'. No related file listing, download, or upload activity detected within 5 minutes to indicate potential data encryption impact.",
7292,False,,04/Mar/2025:05:00:03 +0000,REST.PUT.OBJECT on log file,A successful PUT operation on a log file in the bucket 'databucket12312'. No preceding listing or download of files with the same name detected within 5 minutes to indicate potential data encryption impact.,
7294,False,,04/Mar/2025:05:00:03 +0000,HEAD Object Request,A HEAD request was made to check the metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This activity alone does not indicate malicious behavior.,
7295,False,,04/Mar/2025:05:00:03 +0000,Bucket Listing,A GET bucket request was made to list objects in bucket 'databucket12312'. This is a normal operation and not malicious on its own.,
7296,False,,04/Mar/2025:05:00:03 +0000,Object Download,A GET object request was made to download the file 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. This activity alone does not indicate malicious behavior.,
7297,False,,04/Mar/2025:05:00:03 +0000,HEAD Object Request,A HEAD request was made to check the metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. This activity alone does not indicate malicious behavior.,
7299,False,,04/Mar/2025:05:00:04 +0000,HEAD Object Operation on dummy.log,A HEAD request was made to check the metadata of the object dummy.log in bucket databucket12312. The operation was successful with HTTP status 200. No suspicious activity detected based on the current event and history.,
7300,False,,04/Mar/2025:05:00:04 +0000,GET Object Operation on dummy.log,A GET request was made to download the object dummy.log from bucket databucket12312. The operation was successful with HTTP status 200. No suspicious activity detected based on the current event and history.,
7302,False,,21/Feb/2025:03:31:36 +0000,PUT Object Operation on databucket12312,A successful PUT operation was performed on an object in the bucket databucket12312. There is no preceding listing or download/upload activity involving the 'data' prefix within 5 minutes to indicate malicious encryption for impact.,
7303,False,,21/Feb/2025:03:31:36 +0000,PUT Object Operation on databucket12312,A successful PUT operation was performed on an object named dummy.log in the bucket databucket12312. No related listing or download/upload activity involving the 'data' prefix within 5 minutes was detected to indicate malicious encryption for impact.,
7304,False,,21/Feb/2025:03:31:36 +0000,PUT Object Operation on databucket12312,A successful PUT operation was performed on an object named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312. No related listing or download/upload activity involving the 'data' prefix within 5 minutes was detected to indicate malicious encryption for impact.,
7305,False,,03/Mar/2025:11:00:04 +0000,PUT Object Operation on databucket12312,A successful PUT operation was performed on an object named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in the bucket databucket12312. No preceding listing or download/upload activity involving the 'data' prefix within 5 minutes was detected to indicate malicious encryption for impact.,
7306,False,,03/Mar/2025:11:00:04 +0000,HEAD Object Operation on databucket12312,A successful HEAD operation was performed on the object dummy.log in the bucket databucket12312. This operation checks object metadata and does not indicate malicious activity. No related listing or download/upload activity involving the 'data' prefix within 5 minutes was detected to indicate malicious encryption for impact.,
7308,False,,03/Mar/2025:11:00:04 +0000,PUT Object dummy.log in databucket12312,A PUT operation was performed to upload the object 'dummy.log' into the bucket 'databucket12312'. The operation was successful with HTTP status 200. There is no preceding suspicious activity involving data prefix listing or file downloads/uploads within 5 minutes to indicate malicious behavior.,
7309,False,,03/Mar/2025:11:00:04 +0000,GET Object dummy.log in databucket12312,"A GET operation was performed to download the object 'dummy.log' from the bucket 'databucket12312'. The operation was successful with HTTP status 200. There was a recent PUT operation for the same object 'dummy.log' at the same time, but no listing of data prefix buckets was detected prior to these actions, so this activity is not currently considered malicious.",
7310,False,,03/Mar/2025:11:00:04 +0000,HEAD Object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in databucket12312,"A HEAD operation was performed to check the metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in the bucket 'databucket12312'. The operation was successful with HTTP status 200. There is no indication of prior data prefix listing or suspicious file downloads/uploads within 5 minutes, so this activity is not considered malicious.",
7311,False,,03/Mar/2025:11:00:04 +0000,HEAD Object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in databucket12312,"A HEAD operation was performed to check metadata of the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in the bucket 'databucket12312'. The operation was successful with HTTP status 200. No prior suspicious data prefix listing or related file download/upload activities have been detected, so this event is not considered malicious.",
7312,False,,03/Mar/2025:11:00:04 +0000,PUT Object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in databucket12312,A PUT operation was performed to upload the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' into the bucket 'databucket12312'. The operation was successful with HTTP status 200. There is no preceding suspicious activity involving data prefix listing or file downloads/uploads within 5 minutes to indicate malicious behavior.,
7313,False,,03/Mar/2025:11:00:04 +0000,GET Object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in databucket12312,A GET operation was performed to download the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' from the bucket 'databucket12312'. The operation was successful with HTTP status 200. There is no prior listing of data prefix buckets or related suspicious activity within 5 minutes to indicate malicious behavior.,
7315,False,,23/Feb/2025:16:31:36 +0000,PUT Object Operation on databucket12312,"A file was uploaded to the bucket databucket12312. No prior listing or download of files with data prefix was detected within 5 minutes, so this activity is not considered malicious under the DataEncryptedForImpact rule.",
7316,False,,23/Feb/2025:16:31:36 +0000,PUT Object Operation on databucket12312,"A file was uploaded to the bucket databucket12312. No prior listing or download of files with data prefix was detected within 5 minutes, so this activity is not considered malicious under the DataEncryptedForImpact rule.",
7317,False,,23/Feb/2025:16:31:36 +0000,PUT Object Operation on databucket12312,"A file named dummy.log was uploaded to the bucket databucket12312. There is no evidence of prior listing or download of files with data prefix within 5 minutes, so this activity is not considered malicious under the DataEncryptedForImpact rule.",
7318,False,,12/Jan/2025:00:12:33 +0000,Bucket Listing Operation on databucket12312,"A bucket listing operation was performed on databucket12312. No subsequent file downloads or uploads with the same filename within 5 minutes were observed, so this activity is not considered malicious under the DataEncryptedForImpact rule.",
7319,False,,18/Feb/2025:16:31:35 +0000,PUT Object Operation on databucket12312,"A file was uploaded to the bucket databucket12312. No prior listing or download of files with data prefix was detected within 5 minutes, so this activity is not considered malicious under the DataEncryptedForImpact rule.",
7320,False,,18/Feb/2025:16:31:35 +0000,PUT Object Operation on databucket12312,"A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded to the bucket databucket12312. No prior listing or download of files with data prefix was detected within 5 minutes, so this activity is not considered malicious under the DataEncryptedForImpact rule.",
7321,False,,18/Feb/2025:16:31:35 +0000,PUT Object Operation on databucket12312,"A file named dummy.log was uploaded to the bucket databucket12312. There is no evidence of prior listing or download of files with data prefix within 5 minutes, so this activity is not considered malicious under the DataEncryptedForImpact rule.",
7322,False,,14/Feb/2025:09:31:36 +0000,PUT Object Operation on databucket12312,"A file named dummy.log was uploaded to the bucket databucket12312. No prior listing or download of files with data prefix was detected within 5 minutes, so this activity is not considered malicious under the DataEncryptedForImpact rule.",
7323,False,,14/Feb/2025:09:31:36 +0000,PUT Object Operation on databucket12312,"A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded to the bucket databucket12312. No prior listing or download of files with data prefix was detected within 5 minutes, so this activity is not considered malicious under the DataEncryptedForImpact rule.",
7325,False,,03/Mar/2025:15:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was successfully uploaded to bucket databucket12312. No prior listing or download activity detected within 5 minutes to indicate suspicious encryption or impact activity.,
7326,False,,03/Mar/2025:15:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,A file named dummy.log was successfully uploaded to bucket databucket12312. No prior listing or download activity detected within 5 minutes to indicate suspicious encryption or impact activity.,
7327,False,,03/Mar/2025:15:31:35 +0000,REST.PUT.OBJECT operation on databucket12312,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was successfully uploaded to bucket databucket12312. No prior listing or download activity detected within 5 minutes to indicate suspicious encryption or impact activity.,
7328,False,,18/Feb/2025:17:00:07 +0000,REST.GET.OBJECT operation on databucket12312,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was successfully downloaded from bucket databucket12312. This activity occurred on a different date and is not within 5 minutes of any listing or upload activity that could indicate malicious data encryption or impact.,
7330,False,,18/Feb/2025:17:00:07 +0000,PUT Object Operation on databucket12312,A successful PUT operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' at the given time. There is no evidence of related listing or subsequent download/upload of files with the same name within 5 minutes to indicate malicious activity under the DataEncryptedForImpact detection rule.,
7331,False,,18/Feb/2025:17:00:07 +0000,HEAD Object Operation on databucket12312,A successful HEAD operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This operation only retrieves metadata and does not indicate malicious activity under the current detection rules.,
7333,False,,18/Feb/2025:17:00:07 +0000,PUT Object Operation on databucket12312,A file named dummy.log was uploaded successfully to the bucket databucket12312. No prior listing or download activity detected on this bucket with data prefix to indicate malicious behavior according to the defined detection rule.,
7334,False,,18/Feb/2025:17:00:07 +0000,Bucket Listing Operation on databucket12312,A bucket listing operation was performed on databucket12312. There is no indication of malicious activity as no subsequent file download or upload with the same filename within 5 minutes was detected.,
7336,False,,18/Feb/2025:17:00:07 +0000,HEAD Object Request,A HEAD request was made to check the metadata of the object dummy.log in bucket databucket12312. This is a normal operation and no suspicious activity detected.,
