event_index,malicious,detection,event_time,title,description,remediation_actions,attack_simulation
8913,False,,09/Feb/2025:06:00:06 +0000,HEAD Object Request on dummy.log,A HEAD request was made on the object dummy.log in bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious.,,False
8914,False,,09/Feb/2025:06:00:06 +0000,GET Object Request on dummy.log,A GET request was made on the object dummy.log in bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious.,,False
8915,False,,20/Feb/2025:17:00:06 +0000,GET Object Request on dummy.log,A GET request was made on the object dummy.log in bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious.,,True
8916,False,,20/Feb/2025:17:00:06 +0000,PUT Object Request on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious.,,False
8917,False,,20/Feb/2025:17:00:06 +0000,HEAD Object Request on conn_log_767828735_elasticloadbalancing log,A HEAD request was made on the object conn_log_767828735_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious.,,False
8918,False,,20/Feb/2025:17:00:06 +0000,GET Bucket Listing on databucket12312,A GET bucket listing request was made on bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious but can be part of normal bucket usage or preparation for further actions.,,False
8919,False,,20/Feb/2025:17:00:06 +0000,GET Object Request on conn_log_767828738635_elasticloadbalancing log,A GET request was made on the object conn_log_767828735_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious.,,False
8920,False,,20/Feb/2025:17:00:06 +0000,HEAD Object Request on dummy.log,A HEAD request was made on the object dummy.log in bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious.,,False
8921,False,,20/Feb/2025:17:00:06 +0000,GET Object Request on 767828738635_elasticloadbalancing log,A GET request was made on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious.,,False
8922,False,,20/Feb/2025:17:00:06 +0000,HEAD Object Request on 767828738635_elasticloadbalancing log,A HEAD request was made on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312. The request was successful with HTTP status 200. This action alone is not malicious.,,False
8924,False,,20/Feb/2025:17:00:07 +0000,PUT Object dummy.log in databucket12312,A file named dummy.log was uploaded successfully to the bucket databucket12312. No suspicious activity detected based on current and prior events.,,False
8925,False,,23/Feb/2025:13:00:06 +0000,PUT Object dummy.log in databucket12312,A file named dummy.log was uploaded successfully to the bucket databucket12312. No suspicious activity detected based on current and prior events.,,True
8926,False,,23/Feb/2025:13:00:06 +0000,GET Object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in databucket12312,A log file was downloaded successfully from the bucket databucket12312. No suspicious activity detected based on current and prior events.,,False
8927,False,,23/Feb/2025:13:00:06 +0000,HEAD Object dummy.log in databucket12312,A HEAD request was made to check the metadata of dummy.log in bucket databucket12312. This is a normal operation with no suspicious activity detected based on current and prior events.,,False
8928,False,,23/Feb/2025:13:00:06 +0000,PUT Object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in databucket12312,A log file was uploaded successfully to the bucket databucket12312. No suspicious activity detected based on current and prior events.,,False
8929,False,,23/Feb/2025:13:00:06 +0000,GET Object dummy.log in databucket12312,A file named dummy.log was downloaded successfully from the bucket databucket12312. No suspicious activity detected based on current and prior events.,,False
8930,False,,23/Feb/2025:13:00:06 +0000,HEAD Object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in databucket12312,A HEAD request was made to check the metadata of the log file in bucket databucket12312. This is a normal operation with no suspicious activity detected based on current and prior events.,,False
8931,False,,23/Feb/2025:13:00:06 +0000,GET Object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in databucket12312,A log file was downloaded successfully from the bucket databucket12312. No suspicious activity detected based on current and prior events.,,False
8932,False,,23/Feb/2025:13:00:06 +0000,HEAD Object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in databucket12312,A HEAD request was made to check the metadata of the log file in bucket databucket12312. This is a normal operation with no suspicious activity detected based on current and prior events.,,False
8933,False,,23/Feb/2025:13:00:06 +0000,PUT Object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in databucket12312,A log file was uploaded successfully to the bucket databucket12312. No suspicious activity detected based on current and prior events.,,False
8935,False,,21/Feb/2025:21:00:06 +0000,Bucket Listing Operation,A successful bucket listing operation was performed on 'databucket12312' by user 'HarunG1'. No suspicious activity such as file downloads or uploads detected within 5 minutes. This event alone is not malicious.,,True
8936,False,,21/Feb/2025:21:00:06 +0000,File Upload Operation,A file named 'dummy.log' was uploaded successfully to 'databucket12312' by user 'HarunG1'. No prior related file download of the same filename was detected within 5 minutes. This event is not considered malicious based on current activity history.,,False
8937,False,,21/Feb/2025:21:00:06 +0000,File Upload Operation,A file named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was uploaded successfully to 'databucket12312' by user 'HarunG1'. No prior related file download of the same filename was detected within 5 minutes. This event is not considered malicious based on current activity history.,,False
8938,False,,21/Feb/2025:21:00:06 +0000,File Download Operation,A file named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was downloaded successfully from 'databucket12312' by user 'HarunG1'. No subsequent upload of the same filename within 5 minutes was detected. This event alone is not malicious.,,False
8939,False,,21/Feb/2025:21:00:06 +0000,File Metadata Access Operation,A HEAD request was made to check metadata of the file '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. This operation is not malicious and no related suspicious activity detected in the current context.,,False
8940,False,,21/Feb/2025:21:00:06 +0000,File Metadata Access Operation,A HEAD request was made to check metadata of the file 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. This operation is not malicious and no related suspicious activity detected in the current context.,,False
8942,False,,21/Feb/2025:21:00:06 +0000,HEAD Object Request for dummy.log,A HEAD request was made to check the existence or metadata of the object dummy.log in bucket databucket12312. This operation is not malicious on its own.,,False
8943,False,,21/Feb/2025:21:00:06 +0000,PUT Object Request,A PUT request was made to upload the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This operation is not malicious on its own.,,False
8944,False,,21/Feb/2025:21:00:06 +0000,GET Object Request,A GET request was made to download the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' from bucket 'databucket12312'. This operation is not malicious on its own and no suspicious activity pattern is detected from the current and previous events.,,False
8945,False,,09/Mar/2025:01:02:03 +0000,OPTIONS Prefight Request to Bucket databucket12312,An OPTIONS preflight request was made to the bucket databucket12312. This is a normal CORS preflight request and is not malicious.,,
8947,False,,04/Mar/2025:22:31:35 +0000,PUT Object Operation on databucket12312,A successful PUT operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. There is no preceding listing of the bucket or subsequent download/upload activity within 5 minutes indicating data encryption for impact. This event is not malicious based on current detection rules.,,
8948,False,,04/Mar/2025:22:31:35 +0000,PUT Object Operation on databucket12312,A successful PUT operation was performed on the object 'dummy.log' in bucket 'databucket12312'. No preceding bucket listing or related download/upload activity within 5 minutes was detected that would indicate malicious behavior according to the DataEncryptedForImpact rule.,,
8949,False,,25/Feb/2025:23:31:36 +0000,PUT Object Operation on databucket12312,A successful PUT operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. No preceding bucket listing or related download/upload activity within 5 minutes was detected that would indicate malicious behavior according to the DataEncryptedForImpact rule.,,
8951,False,,25/Feb/2025:23:31:36 +0000,PUT Object Operation,A PUT operation was performed on an object in the bucket databucket12312 successfully. No prior listing or related download/upload activity detected within 5 minutes for data prefix bucket to indicate malicious activity.,,
8952,False,,15/Feb/2025:14:00:06 +0000,PUT Object Operation,A PUT operation was performed on an object named 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in the bucket databucket12312 successfully. No preceding LIST operation or related download/upload within 5 minutes detected to indicate malicious activity.,,True
8953,False,,15/Feb/2025:14:00:06 +0000,GET Object Operation,A GET operation was performed on an object named '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in the bucket databucket12312 successfully. No prior LIST operation or subsequent upload with the same filename within 5 minutes detected to indicate malicious activity.,,False
8955,False,,15/Feb/2025:14:00:06 +0000,PUT Object Operation,A PUT operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and previous events.,,False
8956,False,,15/Feb/2025:14:00:06 +0000,PUT Object Operation,A PUT operation was performed on the object 'dummy.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and previous events.,,False
8957,False,,15/Feb/2025:14:00:06 +0000,HEAD Object Operation,A HEAD operation was performed on the object 'dummy.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and previous events.,,False
8958,False,,15/Feb/2025:14:00:06 +0000,HEAD Object Operation,A HEAD operation was performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and previous events.,,False
8959,False,,15/Feb/2025:14:00:06 +0000,GET Object Operation,A GET operation was performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. No suspicious activity detected based on current and previous events.,,False
8961,False,,15/Feb/2025:14:00:06 +0000,HEAD Object Operation on conn_log file,A successful HEAD request was made on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. This operation is a metadata check and is not malicious by itself.,,False
8962,False,,19/Feb/2025:05:31:36 +0000,PUT Object Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A successful PUT request was made to upload the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This operation is not malicious by itself but should be monitored for context and frequency.,,
8963,False,,19/Feb/2025:05:31:36 +0000,PUT Object Operation on dummy.log,A successful PUT request was made to upload the object 'dummy.log' in bucket 'databucket12312'. This operation is not malicious by itself but should be monitored for context and frequency.,,
8965,False,,06/Mar/2025:17:00:04 +0000,PUT Object Operation,A file named dummy.log was uploaded successfully to bucket databucket12312 by user HarunG1. This single upload event does not indicate malicious activity by itself.,,True
8966,False,,06/Mar/2025:17:00:04 +0000,Bucket List Operation,The bucket databucket12312 was listed successfully by user HarunG1. This activity alone is not malicious but should be monitored in context with other activities.,,False
8967,False,,06/Mar/2025:17:00:04 +0000,PUT Object Operation,A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to bucket databucket12312 by user HarunG1. This single upload event does not indicate malicious activity by itself.,,False
8969,False,,06/Mar/2025:17:00:04 +0000,REST.HEAD.OBJECT on dummy.log,A HEAD request was made on dummy.log file in bucket databucket12312 by user HarunG1. The operation was successful with HTTP status 200. No suspicious activity detected based on current and historical events.,,False
8970,False,,06/Mar/2025:17:00:04 +0000,REST.GET.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET request was made to download the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log from bucket databucket12312. The operation was successful with HTTP status 200. No suspicious activity detected based on current and historical events.,,False
8971,False,,06/Mar/2025:17:00:04 +0000,REST.HEAD.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD request was made on the log file conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. The operation was successful with HTTP status 200. No suspicious activity detected based on current and historical events.,,False
8973,False,,06/Mar/2025:17:00:04 +0000,REST.GET.OBJECT Operation on databucket12312,"A successful GET request was made to download a log file from the bucket databucket12312. There is no indication of prior listing or upload of files with the same filename within 5 minutes, so this activity is not considered malicious based on current detection rules.",,False
8974,False,,06/Mar/2025:17:00:04 +0000,REST.HEAD.OBJECT Operation on databucket12312,A successful HEAD request was made to check the metadata of a log file in bucket databucket12312. This is a non-malicious activity with no associated suspicious events in the recent history.,,False
8975,False,,04/Mar/2025:22:00:03 +0000,REST.HEAD.OBJECT Operation on databucket12312,"A successful HEAD request was made to check the metadata of a log file in bucket databucket12312. There is no indication of suspicious activity such as listing or file upload/download within 5 minutes around this event, so it is not considered malicious based on current detection rules.",,True
8976,False,,04/Mar/2025:22:00:03 +0000,REST.GET.OBJECT Operation on databucket12312,"A successful GET request was made to download a log file from the bucket databucket12312. There is no evidence of prior listing and subsequent upload of the same file within 5 minutes, so this activity is not considered malicious based on current detection rules.",,False
8977,False,,04/Mar/2025:22:00:03 +0000,REST.HEAD.OBJECT Operation on databucket12312,"A successful HEAD request was made to check the metadata of a log file in bucket databucket12312. No suspicious activity such as listing or file upload/download with the same filename within 5 minutes was detected, so this event is not considered malicious based on current detection rules.",,False
8978,False,,04/Mar/2025:22:00:03 +0000,REST.GET.OBJECT Operation on databucket12312,"A successful GET request was made to download the file dummy.log from the bucket databucket12312. There is no evidence of prior listing or subsequent upload of the same file within 5 minutes, so this activity is not considered malicious based on current detection rules.",,False
8980,False,,04/Mar/2025:22:00:03 +0000,REST.GET.OBJECT operation on databucket12312,A file was successfully downloaded from the bucket databucket12312. There is no prior event indicating file listing or subsequent upload with the same filename within 5 minutes to consider this activity malicious.,,False
8982,False,,04/Mar/2025:22:00:03 +0000,PUT Object Operation on Bucket databucket12312,A PUT object operation was successfully performed on the bucket databucket12312 at the specified time. No prior listing of 'data' prefix or subsequent file download/upload activities within 5 minutes were observed to indicate malicious activity.,,False
8983,False,,04/Mar/2025:22:00:03 +0000,HEAD Object Operation on Bucket databucket12312,A HEAD object operation was successfully performed on the object dummy.log in the bucket databucket12312 at the specified time. This operation is a metadata request and does not indicate any malicious activity based on the current logs.,,False
8984,False,,04/Mar/2025:22:00:03 +0000,PUT Object Operation on Bucket databucket12312,A PUT object operation was successfully performed on the bucket databucket12312 at the specified time. No prior listing of 'data' prefix or subsequent file download/upload activities within 5 minutes were observed to indicate malicious activity.,,False
8985,False,,12/Jan/2025:18:55:52 +0000,OPTIONS Prefight Request on Bucket databucket12312,An OPTIONS preflight request was made to the bucket databucket12312. This is a normal CORS preflight request and does not indicate malicious activity based on the current logs.,,
8986,False,,12/Jan/2025:18:55:52 +0000,OPTIONS Prefight Request on Bucket databucket12312,An OPTIONS preflight request was made to the bucket databucket12312 for ownershipControls. This is a normal CORS preflight request and does not indicate malicious activity based on the current logs.,,
8987,False,,12/Jan/2025:18:55:52 +0000,GET Request Payment on Bucket databucket12312,A GET request payment operation was successfully performed on the bucket databucket12312. This operation checks the payment status for requests and does not indicate malicious activity based on the current logs.,,
8988,False,,12/Jan/2025:18:55:52 +0000,GET Versioning Operation on Bucket databucket12312,A GET versioning operation was performed on the bucket databucket12312 to retrieve versioning status. This is a normal operation and does not indicate malicious activity based on current logs.,,
8989,False,,12/Jan/2025:21:07:59 +0000,GET Bucket Listing on Bucket databucket12312,A GET bucket listing operation was performed on the bucket databucket12312. This operation lists objects in the bucket and no subsequent file download or upload with the same filename within 5 minutes was observed to indicate malicious activity.,,
8990,False,,08/Mar/2025:08:31:35 +0000,PUT Object Operation on Bucket databucket12312,A PUT object operation was successfully performed on the bucket databucket12312 at the specified time. No prior listing of 'data' prefix or subsequent file download/upload activities with the same filename within 5 minutes were observed to indicate malicious activity.,,
8991,False,,08/Mar/2025:08:31:35 +0000,PUT Object Operation on Bucket databucket12312,A PUT object operation was successfully performed on the object dummy.log in the bucket databucket12312 at the specified time. No prior listing of 'data' prefix or subsequent file download/upload activities with the same filename within 5 minutes were observed to indicate malicious activity.,,
8992,False,,08/Mar/2025:08:31:35 +0000,PUT Object Operation on Bucket databucket12312,A PUT object operation was successfully performed on the bucket databucket12312 at the specified time. No prior listing of 'data' prefix or subsequent file download/upload activities with the same filename within 5 minutes were observed to indicate malicious activity.,,
8993,False,,02/Mar/2025:04:31:35 +0000,PUT Object Operation on Bucket databucket12312,A PUT object operation was successfully performed on the object dummy.log in the bucket databucket12312 at the specified time. No prior listing of 'data' prefix or subsequent file download/upload activities with the same filename within 5 minutes were observed to indicate malicious activity.,,
8994,False,,02/Mar/2025:04:31:35 +0000,PUT Object Operation on Bucket databucket12312,A PUT object operation was successfully performed on the bucket databucket12312 at the specified time. No prior listing of 'data' prefix or subsequent file download/upload activities with the same filename within 5 minutes were observed to indicate malicious activity.,,
8996,False,,12/Jan/2025:18:55:52 +0000,REST.OPTIONS.PREFLIGHT Request to databucket12312,"This event shows a preflight OPTIONS request to the bucket databucket12312, which is a normal CORS preflight request and not malicious.",,
8997,False,,12/Jan/2025:18:55:52 +0000,REST.GET.NOTIFICATION Request to databucket12312,"This event shows a GET notification request to the bucket databucket12312, which is a normal operation and not malicious.",,
8998,False,,12/Jan/2025:18:55:54 +0000,REST.OPTIONS.PREFLIGHT Request to databucket12312,"This event shows a preflight OPTIONS request to the bucket databucket12312 with encryption parameter, which is a normal CORS preflight request and not malicious.",,
8999,False,,12/Jan/2025:18:55:54 +0000,REST.GET.ENCRYPTION Request to databucket12312,"This event shows a GET encryption status request to the bucket databucket12312, which is a normal operation and not malicious.",,
9000,False,,16/Feb/2025:10:00:06 +0000,REST.GET.OBJECT Request to databucket12312,"This event shows a GET request for the object dummy.log in the bucket databucket12312, which is a normal file download operation and not malicious.",,True
9001,False,,16/Feb/2025:10:00:06 +0000,REST.HEAD.OBJECT Request to databucket12312,"This event shows a HEAD request for the object dummy.log in the bucket databucket12312, which is a normal metadata check operation and not malicious.",,False
9002,False,,16/Feb/2025:10:00:06 +0000,REST.GET.OBJECT Request to databucket12312,"This event shows a GET request for the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312, which is a normal file download operation and not malicious.",,False
9003,False,,16/Feb/2025:10:00:06 +0000,REST.GET.BUCKET Request to databucket12312,"This event shows a GET bucket listing request to the bucket databucket12312, which is a normal file listing operation and not malicious.",,False
9004,False,,16/Feb/2025:10:00:06 +0000,REST.HEAD.OBJECT Request to databucket12312,"This event shows a HEAD request for the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in the bucket databucket12312, which is a normal metadata check operation and not malicious.",,False
9006,False,,16/Feb/2025:10:00:06 +0000,HEAD Object Request,A HEAD request was made to check the metadata of an object in the bucket databucket12312 by user HarunG1. This is a normal operation to verify object existence or metadata without downloading the object.,,False
9008,False,,16/Feb/2025:10:00:06 +0000,Object Download from Bucket,A GET operation successfully downloaded an object from the bucket databucket12312. No suspicious activity detected as there is no prior listing or upload event within 5 minutes involving the data prefix.,,False
9009,False,,16/Feb/2025:10:00:06 +0000,Object Upload to Bucket,"A PUT operation successfully uploaded an object named dummy.log to the bucket databucket12312. No previous listing of data prefix files detected before this upload, hence no malicious activity identified.",,False
9010,False,,16/Feb/2025:03:31:35 +0000,Object Upload to Bucket,A PUT operation successfully uploaded an object named dummy.log to the bucket databucket12312. No prior listing or download involving data prefix files detected within 5 minutes to suggest malicious activity.,,
9011,False,,16/Feb/2025:03:31:35 +0000,Object Upload to Bucket,A PUT operation successfully uploaded an object named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log to the bucket databucket12312. No prior listing or download involving data prefix files detected within 5 minutes to suggest malicious activity.,,
9013,False,,07/Mar/2025:07:00:04 +0000,REST.GET.OBJECT operation on databucket12312,A file was successfully downloaded from the bucket databucket12312. No suspicious activity detected based on current and previous events.,,True
9014,False,,07/Mar/2025:07:00:04 +0000,REST.PUT.OBJECT operation on databucket12312,A file was uploaded to the bucket databucket12312. No suspicious activity detected based on current and previous events.,,False
9015,False,,07/Mar/2025:07:00:04 +0000,REST.HEAD.OBJECT operation on databucket12312,A metadata check (HEAD) was performed on an object in the bucket databucket12312. No suspicious activity detected based on current and previous events.,,False
9017,False,,07/Mar/2025:07:00:04 +0000,HEAD Object Operation on dummy.log,A HEAD request was made to check the metadata of the object 'dummy.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. This is a typical metadata check and not malicious.,,False
9018,False,,07/Mar/2025:07:00:04 +0000,GET Object Operation on dummy.log,A GET request was made to download the object 'dummy.log' from bucket 'databucket12312'. The operation was successful with HTTP status 200. This is a normal file download activity.,,False
9019,False,,07/Mar/2025:07:00:04 +0000,GET Object Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET request was made to download the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' from bucket 'databucket12312'. The operation was successful with HTTP status 200. This is a normal file download activity.,,False
9020,False,,07/Mar/2025:07:00:04 +0000,HEAD Object Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was made to check the metadata of the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. The operation was successful with HTTP status 200. This is a typical metadata check and not malicious.,,False
9022,False,,07/Mar/2025:07:00:05 +0000,PUT Object Operation,A PUT operation was successfully performed on the object 'dummy.log' in bucket 'databucket12312' by user 'HarunG1'. There is no indication of malicious activity based on current and past events.,,False
9023,False,,07/Mar/2025:02:31:35 +0000,PUT Object Operation,A PUT operation was successfully performed on the object 'dummy.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current and past events.,,
9024,False,,07/Mar/2025:02:31:35 +0000,PUT Object Operation,A PUT operation was successfully performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current and past events.,,
9025,False,,07/Mar/2025:02:31:35 +0000,PUT Object Operation,A PUT operation was successfully performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current and past events.,,
9026,False,,09/Feb/2025:05:31:35 +0000,PUT Object Operation,A PUT operation was successfully performed on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current and past events.,,
9027,False,,09/Feb/2025:05:31:35 +0000,PUT Object Operation,A PUT operation was successfully performed on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. No suspicious activity detected based on current and past events.,,
9029,False,,31/Dec/2024:12:51:26 +0000,Intelligent Tiering Request to databucket12312,A REST.GET.INTELLIGENT_TIERING operation was successfully performed on bucket databucket12312. This is a normal operation to check intelligent tiering status and does not indicate malicious activity.,,
9030,False,,20/Feb/2025:14:31:35 +0000,Object Upload to databucket12312,A REST.PUT.OBJECT operation was successfully performed on the bucket databucket12312 to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log. This is a normal file upload operation and does not match any malicious patterns based on current activity history.,,
9031,False,,20/Feb/2025:14:31:35 +0000,Object Upload to databucket12312,A REST.PUT.OBJECT operation was successfully performed on the bucket databucket12312 to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log. This is a normal file upload operation and does not match any malicious patterns based on current activity history.,,
9032,False,,20/Feb/2025:14:31:35 +0000,Object Upload to databucket12312,A REST.PUT.OBJECT operation was successfully performed on the bucket databucket12312 to upload the object dummy.log. This is a normal file upload operation and does not match any malicious patterns based on current activity history.,,
9033,False,,19/Feb/2025:17:31:36 +0000,Object Upload to databucket12312,A REST.PUT.OBJECT operation was successfully performed on the bucket databucket12312 to upload the object dummy.log. This is a normal file upload operation and does not match any malicious patterns based on current activity history.,,
9034,False,,19/Feb/2025:17:31:36 +0000,Object Upload to databucket12312,A REST.PUT.OBJECT operation was successfully performed on the bucket databucket12312 to upload the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log. This is a normal file upload operation and does not match any malicious patterns based on current activity history.,,
